700	200					計算	基本攻撃力	攻撃力増幅	クリティカルダメージ増幅	一般攻撃力	スキルダメージ増幅	近距離攻撃力	防御力	武力	ガード貫通	一般ダメージ増幅	気絶的中	気絶抵抗	絶対回避	クリティカル発生率	状態異常抵抗	MP回復	防御貫通	状態異常的中	PvP攻撃力	PvPクリティカル発生率	治癒量増加	硬直	近距離クリティカル発生率	魔法クリティカル発生率	活力	忍耐	聡明	硬直耐性	武器攻撃力	命中	ガード	クリティカル抵抗	クリティカルダメージ耐性	HP回復	最大HP	ポーション回復量	スキルダメージ耐性	一般ダメージ耐性	水属性追加ダメージ	風属性追加ダメージ	土属性追加ダメージ	火属性追加ダメージ	詠唱速度	武器攻撃力増幅	追加ダメージ	遠距離攻撃力	PvE攻撃力	最大MP	治癒量増幅	魔法攻撃力	攻撃力耐性	武器ブロック	追加ダメージ減少	凍結抵抗	鈍化抵抗	失明抵抗	武器攻撃力耐性	麻痺抵抗	沈黙抵抗	受ける治癒量増加	カバン最大重量	HP絶対回復	PvE防御力	PvEクリティカル抵抗	受ける治癒量増幅	PvPクリティカル抵抗	MP絶対回復	遠距離クリティカル発生率	PvP防御力	一般防御力
https://lh3.googleusercontent.com/2zcfz5vjlUrtmKWMIBv_4RDbFlzJSABgVTFs5hjTwoptXEY2aiXESTsd81Jr0jDYKr79ADJovDIQXxx9RtqvFT8Ebg-_K13woCqbzhzYrPs=w120	金色の神聖のサイズ	0古代	07鎌	武器攻撃力:94,基本攻撃力:48,命中:5,スキルダメージ増幅:4.0%,攻撃力増幅:19.0%,ガード:5.0%,一般ダメージ増幅:9.0%	固有スキル:[ゴールデンインサイト]	2187.3	48	0.19	0	0	0.04	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	5	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/XVWgxIJM58GJepwkckubloP41AZamuzzOolIvoExeLo5t6dq1XynKc216L6PWm4ttutvefw_cM3Y-lG_hQg2ijqW7eRwS2xdUakEBdCjAmBxVg=w120	赤い星の弓	0古代	04弓	武器攻撃力:94,基本攻撃力:48,命中:5,ガード貫通:5.0%,クリティカルダメージ増幅:28.0%,攻撃力増幅:2.0%,一般ダメージ増幅:9.0%	固有スキル:[スターシャワー]	2444.02	48	0.02	0.28	0	0	0	0	0	0.05	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/JBmFoEc2sj6DQsSlEqoyezFVQvf0WTTaS4WuauhvysYqu86Yz7to39K9lls-jNmsRkL4Ay0DJzgOLQ4HKb_03_LjkNJuRO4tndZdZ0xFX6SXOQ=w120	赤い星の双剣	0古代	06双剣	武器攻撃力:94,基本攻撃力:48,命中:5,クリティカルダメージ増幅:7.0%,攻撃力増幅:19.0%,状態異常的中:7.0%,一般ダメージ増幅:9.0%	固有スキル:[レッドオース]	2331.851	48	0.19	0.07	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	94	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/Nev2AqMfQjWXC17FujVrl6M0feOY7zvsNn40jOTbteMAbT_9-9AzYpZl8yy31vd-aK0PPn-mMlW84IfkmNbFKB8EbOCbWdny_nbQA9CzUn_ZWQ=w120	覚醒した聖なるコア	0古代	02宝珠	武器攻撃力:94,基本攻撃力:48,命中:5,クリティカル発生率:6.0%,攻撃力増幅:19.0%,聡明:3,一般ダメージ増幅:6.0%	固有スキル:[ケア・オブ・グレイス]	2176.9	48	0.19	0	0	0	0	0	0	0	0.06	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	3	0	94	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/ahQYiONKy7tjq4txNeCoMqE0ngW7A0Sr8Nn25M8CF4PfJHIVUKgwDvP6MnFIb_HEDf0ghvi6nNMiFtmax3LipVrbqpHVmLMQv9XDZ2ejASn6=w120	目覚めの森の大剣	0古代	01大剣	武器攻撃力:94,基本攻撃力:48,命中:5,クリティカル発生率:6.0%,攻撃力増幅:19.0%,状態異常的中:7.0%,一般ダメージ増幅:6.0%	固有スキル:[ブレッシング・オブ・フォレスト]	2176.9	48	0.19	0	0	0	0	0	0	0	0.06	0	0	0	0.06	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	94	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/sT_oMtfYCZTU7DMxPcCixzoRzEVo5fpy5K5-sm9wxFMMW_nc-AhCwCaN7aU_c7yZ8sw83eK6UtKkipaNY0BTRsz6l_Mfve9QjajbfcMeCElF=w120	封印された聖なるセプター	0古代	05杖	武器攻撃力:94,基本攻撃力:48,命中:5,クリティカルダメージ増幅:7.0%,攻撃力増幅:19.0%,聡明:3,一般ダメージ増幅:9.0%	固有スキル:[バースト・オブ・ペイン]	2331.851	48	0.19	0.07	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	94	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/w_MouKM9UY1-VjkCccBoTeSNpogpqXrXhg3NxFLNM_BXYL96nhgfir8e1zjg_ALjOWHja5KTDgbb2LePimONvO29jFW9_ajD-HMQL5i_Wl3CZQ=w120	インスペクターピストル	0古代	08双拳銃	武器攻撃力:94,基本攻撃力:48,命中:5,クリティカル発生率:4.0%,スキルダメージ増幅:6.0%,攻撃力増幅:19.0%,状態異常的中:7.0%	固有スキル:[マジック・サークル・ブレット]	2184.1	48	0.19	0	0	0.06	0	0	0	0	0	0	0	0	0.04	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	94	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/9VDyPdECjjv-X5ErMg_KKjtkc3TYO_erh_3xZfpXiirvqRGxbjA8EhmqWviivf2OO_W46LHQarg34XX2yawQZ1bWn1_-cgL6FUJDUfzi3Drk=w120	赤い深淵の大剣	0古代	01大剣	武器攻撃力:110,基本攻撃力:58,命中:5,クリティカル発生率:13.6%,スキルダメージ増幅:5.5%,攻撃力増幅:8.2%,気絶的中:6.4%	固有スキル:[ブレッシング・オブ・フォレスト]	2050.332	58	0.082	0	0	0.055	0	0	0	0	0	0.064	0	0	0.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/bwW72vwiHvI4FjH80AEcxg9kpVADtUHv9JeRUtAx-pbIUmBS-y75ax4pr85O_KBVWDxoH58mE1JiXs_Mn2ull6atPg4ILWuz7GL3Y56hjqgS7w=w120	赤い戦争のサイズ	0古代	07鎌	武器攻撃力:110,基本攻撃力:58,命中:5,スキルダメージ増幅:13.6%,クリティカルダメージ増幅:13.6%,攻撃力増幅:3.3%,ガード:4.5%	固有スキル:[ゴールデンインサイト]	2257.070688	58	0.033	0.136	0	0.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	5	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/piEDe4mQ2trVqj-AtcgPOYN3gqOvHHUq0J1dzECMz0rzH3HbqGeO_RcWHx9hiP1W2l2qpCI0tlsvs4HbEXQD-CLYdkvHDQvdHlVqdaXzxinM=w120	覚醒した神聖の杖	0古代	05杖	武器攻撃力:110,基本攻撃力:58,命中:5,クリティカル発生率:5.5%,スキルダメージ増幅:13.6%,攻撃力増幅:8.2%,聡明:4	固有スキル:[バースト・オブ・ペイン]	2066.532	58	0.082	0	0	0.136	0	0	0	0	0	0	0	0	0.055	0	0	0	0	0	0	0	0	0	0	0	0	4	0	110	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/D7oFKCrzDEx4hgXmiSFnbvC9Ads2vevWfayiiw6aaTH8uc7m_kqoC0RyAZI8hJOvEdnZnPu0dn_bTTio9M5uH4g-RHf-Jii5pIwVSROIaevW=w120	純潔な神聖のメイス	0古代	03鈍器	武器攻撃力:110,基本攻撃力:58,命中:5,クリティカル発生率:13.6%,攻撃力増幅:3.3%,治癒量増加:13,一般ダメージ増幅:21.7%	固有スキル:[コンバージングアタック]	1977.018	58	0.033	0	0	0	0	0	0	0	0.217	0	0	0	0.136	0	0	0	0	0	0	13	0	0	0	0	0	0	0	110	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/srqa-sYNhXWp003gCn2i63dSJu3qTfRI8rfdonniUjx6x3cL_jteq3xYd6oxGTNAsAiAiRZAlcQfo-76tTrojGXSIbm4xh9PZZoPCAjlZoAnuw=w120	満開した神の弓	0古代	04弓	武器攻撃力:110,基本攻撃力:58,命中:5,クリティカルダメージ増幅:13.6%,攻撃力増幅:3.3%,ガード貫通:4.5%,一般ダメージ増幅:21.7%	固有スキル:[スターシャワー]	2246.342448	58	0.033	0.136	0	0	0	0	0	0.045	0.217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/wOJO96PAG1vFLe8C-BYWFKk2cn9SAAu8Qp-TvUCpWnfQa-YZTNreYfynH0VHx-a5oIb_bXGAF8Fot8RdnFRWNb2h3vg_Jh5j9eTNHMqvTLg=w120	光り輝く幸運のコア	0古代	02宝珠	武器攻撃力:110,基本攻撃力:58,命中:5,スキルダメージ増幅:13.6%,クリティカルダメージ増幅:9.1%,クリティカル抵抗:3.2%,一般ダメージ増幅:14.5%	固有スキル:[ケア・オブ・グレイス]	2121.7768	58	0	0.091	0	0.136	0	0	0	0	0.145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	5	0	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/f97f8etepvUKV6OtXvGqOsH_-9AUEc7S2VTpZtTGgtT9oXrA26n4Qul-CZGuB-EjFR-fT06_TbeXcZy5bE89o9h83Qeenbx47kH17cAaAE8=w120	傲慢な大海の双剣	0古代	06双剣	武器攻撃力:110,基本攻撃力:58,命中:5,クリティカル発生率:5.5%,クリティカルダメージ増幅:13.6%,攻撃力増幅:8.2%,状態異常的中:6.4%	固有スキル:[レッドオース]	2316.681152	58	0.082	0.136	0	0	0	0	0	0	0	0	0	0	0.055	0	0	0	0.064	0	0	0	0	0	0	0	0	0	0	110	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/DTi9lmUk35wvPmXylfdbnDt8XHzoei9qMJehhewsNiFHPQb_SgOaLrFRurnl5_PMuqFJSl-yn0eyVscY0gIoGUNiRXYCjZs2zFIwf87vFzF2vA=w120	信念のピストル	0古代	08双拳銃	武器攻撃力:110,基本攻撃力:58,命中:5,クリティカル発生率:9.1%,クリティカルダメージ増幅:9.1%,クリティカル抵抗:6.4%,攻撃力増幅:8.2%	固有スキル:[マジック・サークル・ブレット]	2224.911212	58	0.082	0.091	0	0	0	0	0	0	0	0	0	0	0.091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	5	0	0.064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/fx2cXNygbWrFxq-ktdSQYgB8QUKhXoKhagTkmgeCyhf3aGXSNzSqvNKEIXbmjSp-K6v25rpsVJXmuvaJAhOfvJ39PKwL0SC2qlFIgpUj5pcg=w120	静かな悪のピストル	0古代	08双拳銃	武器攻撃力:70,基本攻撃力:34,命中:5,クリティカル発生率:4%,スキルダメージ増幅:10%,クリティカルダメージ増幅:10%,クリティカル抵抗:4%	固有スキル:[バトルハンガー]	2021.8	34	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	5	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/XaNbvvjsVTPMZmt_tDph-7AQ0PG0wRYjd6O08isKwLiqC6xfBvl0-31RvHwxMhzN0vGK_xy2Bw6BODNR3XyYSgg7mUgKLZI0tNCFGMFf9ds=w120	静かな大海のサイズ	0古代	07鎌	武器攻撃力:70,基本攻撃力:34,命中:5,クリティカル発生率:4%,スキルダメージ増幅:10%,クリティカルダメージ増幅:10%,クリティカルダメージ耐性:7%	固有スキル:[バトルハンガー]	2021.8	34	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	5	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/YOhHrumLYVe7gMaDZ-lqha6e8yRpM4HF0pUTl0x4QAqlZWP4l-57vkZcnFzU9tR5pg6XXQQAyCKllRFgGz-axck4wbGQe2H4BBm1bVNPIHU=w120	静かな運命のオーブ	0古代	02宝珠	武器攻撃力:70,基本攻撃力:34,命中:5,スキルダメージ増幅:5%,クリティカルダメージ増幅:19%,クリティカル抵抗:4%,一般ダメージ増幅:6%	固有スキル:[バトルハンガー]	2181.032	34	0	0.19	0	0.05	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	5	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/H50LUFEupDOCvhAXyqz6PGky6OjUSI2C-3aF4Vue6AIo5XUwfwEd5nGpB0IaQ_jiAA5XfskR5wf8zEh1x9FzApE85A_hO4VUrfgmbeDGxyoO=w120	静かな蒼天のハンマー	0古代	03鈍器	武器攻撃力:70,基本攻撃力:34,命中:5,クリティカル発生率:10%,クリティカルダメージ増幅:10%,クリティカル抵抗:4%,一般ダメージ増幅:6%	固有スキル:[バトルハンガー]	2005.08	34	0	0.1	0	0	0	0	0	0	0.06	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	5	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/Op5u3yoqB_dZsbj9gtIMSNw1Se5VobheBZlgWOfn9LpRYkTVQhfmwLT98lXb-p79QMJziDRTO6FauGhOEjvgplma9DYx2Sse-7FNvEe3_e0=w120	静かな混沌の双剣	0古代	06双剣	武器攻撃力:70,基本攻撃力:34,命中:5,クリティカル発生率:5%,スキルダメージ増幅:4%,クリティカルダメージ増幅:19%,クリティカルダメージ耐性:7%	固有スキル:[バトルハンガー]	2172.94	34	0	0.19	0	0.04	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	5	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/NkwGuGQN6I8NQZ2BnSHZpVtSM0tO01d1CA17So4dNHPqZOYAKLwkyrdOy9MJ3bj1NnPW38vazVIH8mSBOWJXIaaSPKaaEMEuHTvR_B5I13Mu3Q=w120	静かな憤怒の大剣	0古代	01大剣	武器攻撃力:70,基本攻撃力:34,命中:5,クリティカル発生率:10%,スキルダメージ増幅:4%,クリティカル抵抗:4%,一般ダメージ増幅:8%	固有スキル:[バトルハンガー]	1832.4	34	0	0	0	0.04	0	0	0	0	0.08	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	5	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/nsCPtd6ervdzb-fDnZ2dtNmKGDWC8rldozzdHsjdxNdrt-glCH1UfgmvbAcTwxIYDxYKpZRlXnrpU2LNZ4dfzwIpxYNf_kBvrIA_PUfg2W8FlA=w120	静かな氷河の杖	0古代	05杖	武器攻撃力:70,基本攻撃力:34,命中:5,クリティカル発生率:4%,スキルダメージ増幅:5%,クリティカルダメージ増幅:19%,クリティカル抵抗:4%	固有スキル:[バトルハンガー]	2175.32	34	0	0.19	0	0.05	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	5	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https://lh3.googleusercontent.com/D00rtfjcnRhMmbYVxb2p3dh6rZWQLoOOFEfGtcTGlDWy4R931Y3oBQ1BqEebsoLJ13iuq8ro5haB4a8JXvJTEQCUrbqG28PyN1DIVo5Jcls=w120	静かな永遠の弓	0古代	04弓	武器攻撃力:70,基本攻撃力:34,命中:5,クリティカル発生率:10%,スキルダメージ増幅:5%,クリティカルダメージ増幅:7%,クリティカルダメージ耐性:7%	固有スキル:[バトルハンガー]	1955.96	34	0	0.07	0	0.05	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	5	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
